Our_Filename,Dataset,Split,Original_Filename,GT_File,Ground_Truth_Count,Resolution,Verification_Status
crowd_071.jpg,ShanghaiTech Part A,train,IMG_150.jpg,GT_IMG_150.mat,989,970x450,VERIFIED
crowd_072.jpg,ShanghaiTech Part A,train,IMG_15.jpg,GT_IMG_15.mat,165,1024x768,VERIFIED
crowd_073.jpg,ShanghaiTech Part A,train,IMG_149.jpg,GT_IMG_149.mat,2072,1024x683,VERIFIED
crowd_074.jpg,ShanghaiTech Part A,train,IMG_148.jpg,GT_IMG_148.mat,102,1024x680,VERIFIED
crowd_075.jpg,ShanghaiTech Part A,train,IMG_147.jpg,GT_IMG_147.mat,369,1024x768,VERIFIED
crowd_076.jpg,ShanghaiTech Part A,train,IMG_146.jpg,GT_IMG_146.mat,284,1024x680,VERIFIED
crowd_077.jpg,ShanghaiTech Part A,train,IMG_145.jpg,GT_IMG_145.mat,350,1024x561,VERIFIED
crowd_078.jpg,ShanghaiTech Part A,train,IMG_144.jpg,GT_IMG_144.mat,777,1024x768,VERIFIED
crowd_079.jpg,ShanghaiTech Part A,train,IMG_143.jpg,GT_IMG_143.mat,1297,1024x605,VERIFIED
crowd_080.jpg,ShanghaiTech Part A,train,IMG_142.jpg,GT_IMG_142.mat,320,670x455,VERIFIED
crowd_081.jpg,ShanghaiTech Part A,train,IMG_141.jpg,GT_IMG_141.mat,502,640x427,VERIFIED
crowd_082.jpg,ShanghaiTech Part A,train,IMG_140.jpg,GT_IMG_140.mat,357,1024x768,VERIFIED
crowd_083.jpg,ShanghaiTech Part A,train,IMG_14.jpg,GT_IMG_14.mat,378,1024x645,VERIFIED
crowd_084.jpg,ShanghaiTech Part A,train,IMG_139.jpg,GT_IMG_139.mat,212,545x370,VERIFIED
crowd_085.jpg,ShanghaiTech Part A,train,IMG_138.jpg,GT_IMG_138.mat,423,1024x652,VERIFIED
crowd_086.jpg,ShanghaiTech Part A,train,IMG_137.jpg,GT_IMG_137.mat,1357,1024x585,VERIFIED
crowd_087.jpg,ShanghaiTech Part A,train,IMG_136.jpg,GT_IMG_136.mat,701,666x500,VERIFIED
crowd_088.jpg,ShanghaiTech Part A,train,IMG_135.jpg,GT_IMG_135.mat,354,420x182,VERIFIED
crowd_089.jpg,ShanghaiTech Part A,train,IMG_134.jpg,GT_IMG_134.mat,960,1024x1024,VERIFIED
crowd_090.jpg,ShanghaiTech Part A,train,IMG_133.jpg,GT_IMG_133.mat,827,1024x683,VERIFIED
crowd_091.jpg,ShanghaiTech Part A,train,IMG_132.jpg,GT_IMG_132.mat,200,600x800,VERIFIED
crowd_092.jpg,ShanghaiTech Part A,train,IMG_131.jpg,GT_IMG_131.mat,603,390x498,VERIFIED
crowd_093.jpg,ShanghaiTech Part A,train,IMG_130.jpg,GT_IMG_130.mat,1177,1024x680,VERIFIED
crowd_094.jpg,ShanghaiTech Part A,train,IMG_13.jpg,GT_IMG_13.mat,388,1024x747,VERIFIED
crowd_095.jpg,ShanghaiTech Part A,train,IMG_129.jpg,GT_IMG_129.mat,256,998x689,VERIFIED
crowd_096.jpg,ShanghaiTech Part A,train,IMG_128.jpg,GT_IMG_128.mat,1456,1024x683,VERIFIED
crowd_097.jpg,ShanghaiTech Part A,train,IMG_127.jpg,GT_IMG_127.mat,142,400x300,VERIFIED
crowd_098.jpg,ShanghaiTech Part A,train,IMG_126.jpg,GT_IMG_126.mat,279,1024x576,VERIFIED
crowd_099.jpg,ShanghaiTech Part A,train,IMG_125.jpg,GT_IMG_125.mat,66,849x565,VERIFIED
crowd_100.jpg,ShanghaiTech Part A,train,IMG_124.jpg,GT_IMG_124.mat,752,1024x768,VERIFIED
crowd_101.jpg,ShanghaiTech Part B,train,IMG_213.jpg,GT_IMG_213.mat,36,1024x768,VERIFIED
crowd_102.jpg,ShanghaiTech Part B,train,IMG_212.jpg,GT_IMG_212.mat,111,1024x768,VERIFIED
crowd_103.jpg,ShanghaiTech Part B,train,IMG_211.jpg,GT_IMG_211.mat,34,1024x768,VERIFIED
crowd_104.jpg,ShanghaiTech Part B,train,IMG_210.jpg,GT_IMG_210.mat,165,1024x768,VERIFIED
crowd_105.jpg,ShanghaiTech Part B,train,IMG_21.jpg,GT_IMG_21.mat,152,1024x768,VERIFIED
crowd_106.jpg,ShanghaiTech Part B,train,IMG_209.jpg,GT_IMG_209.mat,74,1024x768,VERIFIED
crowd_107.jpg,ShanghaiTech Part B,train,IMG_208.jpg,GT_IMG_208.mat,168,1024x768,VERIFIED
crowd_108.jpg,ShanghaiTech Part B,train,IMG_207.jpg,GT_IMG_207.mat,188,1024x768,VERIFIED
crowd_109.jpg,ShanghaiTech Part B,train,IMG_206.jpg,GT_IMG_206.mat,47,1024x768,VERIFIED
crowd_110.jpg,ShanghaiTech Part B,train,IMG_205.jpg,GT_IMG_205.mat,103,1024x768,VERIFIED
crowd_111.jpg,ShanghaiTech Part B,train,IMG_204.jpg,GT_IMG_204.mat,95,1024x768,VERIFIED
crowd_112.jpg,ShanghaiTech Part B,train,IMG_203.jpg,GT_IMG_203.mat,344,1024x768,VERIFIED
crowd_113.jpg,ShanghaiTech Part B,train,IMG_202.jpg,GT_IMG_202.mat,167,1024x768,VERIFIED
crowd_114.jpg,ShanghaiTech Part B,train,IMG_201.jpg,GT_IMG_201.mat,30,1024x768,VERIFIED
crowd_115.jpg,ShanghaiTech Part B,train,IMG_200.jpg,GT_IMG_200.mat,299,1024x768,VERIFIED
crowd_116.jpg,ShanghaiTech Part B,train,IMG_20.jpg,GT_IMG_20.mat,90,1024x768,VERIFIED
crowd_117.jpg,ShanghaiTech Part B,train,IMG_2.jpg,GT_IMG_2.mat,153,1024x768,VERIFIED
crowd_118.jpg,ShanghaiTech Part B,train,IMG_199.jpg,GT_IMG_199.mat,120,1024x768,VERIFIED
crowd_119.jpg,ShanghaiTech Part B,train,IMG_198.jpg,GT_IMG_198.mat,121,1024x768,VERIFIED
crowd_120.jpg,ShanghaiTech Part B,train,IMG_197.jpg,GT_IMG_197.mat,292,1024x768,VERIFIED
crowd_121.jpg,ShanghaiTech Part B,train,IMG_196.jpg,GT_IMG_196.mat,33,1024x768,VERIFIED
crowd_122.jpg,ShanghaiTech Part B,train,IMG_195.jpg,GT_IMG_195.mat,29,1024x768,VERIFIED
crowd_123.jpg,ShanghaiTech Part B,train,IMG_194.jpg,GT_IMG_194.mat,412,1024x768,VERIFIED
crowd_124.jpg,ShanghaiTech Part B,train,IMG_193.jpg,GT_IMG_193.mat,220,1024x768,VERIFIED
crowd_125.jpg,ShanghaiTech Part B,train,IMG_192.jpg,GT_IMG_192.mat,64,1024x768,VERIFIED
crowd_126.jpg,ShanghaiTech Part B,train,IMG_191.jpg,GT_IMG_191.mat,575,1024x768,VERIFIED
crowd_127.jpg,ShanghaiTech Part B,train,IMG_190.jpg,GT_IMG_190.mat,147,1024x768,VERIFIED
crowd_128.jpg,ShanghaiTech Part B,train,IMG_19.jpg,GT_IMG_19.mat,43,1024x768,VERIFIED
crowd_129.jpg,ShanghaiTech Part B,train,IMG_189.jpg,GT_IMG_189.mat,90,1024x768,VERIFIED
crowd_130.jpg,ShanghaiTech Part B,train,IMG_188.jpg,GT_IMG_188.mat,344,1024x768,VERIFIED
crowd_131.jpg,ShanghaiTech Part B,train,IMG_187.jpg,GT_IMG_187.mat,125,1024x768,VERIFIED
crowd_132.jpg,ShanghaiTech Part B,train,IMG_186.jpg,GT_IMG_186.mat,208,1024x768,VERIFIED
crowd_133.jpg,ShanghaiTech Part B,train,IMG_185.jpg,GT_IMG_185.mat,136,1024x768,VERIFIED
crowd_134.jpg,ShanghaiTech Part B,train,IMG_184.jpg,GT_IMG_184.mat,81,1024x768,VERIFIED
crowd_135.jpg,ShanghaiTech Part B,train,IMG_183.jpg,GT_IMG_183.mat,116,1024x768,VERIFIED
crowd_136.jpg,ShanghaiTech Part B,train,IMG_182.jpg,GT_IMG_182.mat,106,1024x768,VERIFIED
crowd_137.jpg,ShanghaiTech Part B,train,IMG_181.jpg,GT_IMG_181.mat,108,1024x768,VERIFIED
crowd_138.jpg,ShanghaiTech Part B,train,IMG_180.jpg,GT_IMG_180.mat,65,1024x768,VERIFIED
crowd_139.jpg,ShanghaiTech Part B,train,IMG_18.jpg,GT_IMG_18.mat,178,1024x768,VERIFIED
crowd_140.jpg,ShanghaiTech Part B,train,IMG_179.jpg,GT_IMG_179.mat,45,1024x768,VERIFIED
crowd_141.jpg,ShanghaiTech Part B,train,IMG_178.jpg,GT_IMG_178.mat,61,1024x768,VERIFIED
crowd_142.jpg,ShanghaiTech Part B,train,IMG_177.jpg,GT_IMG_177.mat,96,1024x768,VERIFIED
crowd_143.jpg,ShanghaiTech Part B,train,IMG_176.jpg,GT_IMG_176.mat,281,1024x768,VERIFIED
crowd_144.jpg,ShanghaiTech Part B,train,IMG_175.jpg,GT_IMG_175.mat,380,1024x768,VERIFIED
crowd_145.jpg,ShanghaiTech Part B,train,IMG_174.jpg,GT_IMG_174.mat,174,1024x768,VERIFIED
crowd_146.jpg,ShanghaiTech Part B,train,IMG_173.jpg,GT_IMG_173.mat,42,1024x768,VERIFIED
crowd_147.jpg,ShanghaiTech Part B,train,IMG_172.jpg,GT_IMG_172.mat,143,1024x768,VERIFIED
crowd_148.jpg,ShanghaiTech Part B,train,IMG_171.jpg,GT_IMG_171.mat,15,1024x768,VERIFIED
crowd_149.jpg,ShanghaiTech Part B,train,IMG_170.jpg,GT_IMG_170.mat,150,1024x768,VERIFIED
crowd_150.jpg,ShanghaiTech Part B,train,IMG_17.jpg,GT_IMG_17.mat,49,1024x768,VERIFIED
crowd_151.jpg,ShanghaiTech Part B,train,IMG_169.jpg,GT_IMG_169.mat,109,1024x768,VERIFIED
crowd_152.jpg,ShanghaiTech Part B,train,IMG_168.jpg,GT_IMG_168.mat,243,1024x768,VERIFIED
crowd_153.jpg,ShanghaiTech Part B,train,IMG_167.jpg,GT_IMG_167.mat,205,1024x768,VERIFIED
crowd_154.jpg,ShanghaiTech Part B,train,IMG_166.jpg,GT_IMG_166.mat,103,1024x768,VERIFIED
crowd_155.jpg,ShanghaiTech Part B,train,IMG_165.jpg,GT_IMG_165.mat,27,1024x768,VERIFIED
crowd_156.jpg,ShanghaiTech Part B,train,IMG_164.jpg,GT_IMG_164.mat,122,1024x768,VERIFIED
crowd_157.jpg,ShanghaiTech Part B,train,IMG_163.jpg,GT_IMG_163.mat,166,1024x768,VERIFIED
crowd_158.jpg,ShanghaiTech Part B,train,IMG_162.jpg,GT_IMG_162.mat,301,1024x768,VERIFIED
crowd_159.jpg,ShanghaiTech Part B,train,IMG_161.jpg,GT_IMG_161.mat,49,1024x768,VERIFIED
crowd_160.jpg,ShanghaiTech Part B,train,IMG_160.jpg,GT_IMG_160.mat,153,1024x768,VERIFIED
crowd_161.jpg,ShanghaiTech Part B,train,IMG_16.jpg,GT_IMG_16.mat,42,1024x768,VERIFIED
crowd_162.jpg,ShanghaiTech Part B,train,IMG_159.jpg,GT_IMG_159.mat,136,1024x768,VERIFIED
crowd_163.jpg,ShanghaiTech Part B,train,IMG_158.jpg,GT_IMG_158.mat,12,1024x768,VERIFIED
crowd_164.jpg,ShanghaiTech Part B,train,IMG_157.jpg,GT_IMG_157.mat,261,1024x768,VERIFIED
crowd_165.jpg,ShanghaiTech Part B,train,IMG_156.jpg,GT_IMG_156.mat,87,1024x768,VERIFIED
crowd_166.jpg,ShanghaiTech Part B,train,IMG_155.jpg,GT_IMG_155.mat,148,1024x768,VERIFIED
crowd_167.jpg,ShanghaiTech Part B,train,IMG_154.jpg,GT_IMG_154.mat,415,1024x768,VERIFIED
crowd_168.jpg,ShanghaiTech Part B,train,IMG_153.jpg,GT_IMG_153.mat,27,1024x768,VERIFIED
crowd_169.jpg,ShanghaiTech Part B,train,IMG_152.jpg,GT_IMG_152.mat,41,1024x768,VERIFIED
crowd_170.jpg,ShanghaiTech Part B,train,IMG_151.jpg,GT_IMG_151.mat,161,1024x768,VERIFIED
crowd_171.jpg,ShanghaiTech Part B,train,IMG_150.jpg,GT_IMG_150.mat,102,1024x768,VERIFIED
crowd_172.jpg,ShanghaiTech Part B,train,IMG_15.jpg,GT_IMG_15.mat,239,1024x768,VERIFIED
crowd_173.jpg,ShanghaiTech Part B,train,IMG_149.jpg,GT_IMG_149.mat,111,1024x768,VERIFIED
crowd_174.jpg,ShanghaiTech Part B,train,IMG_148.jpg,GT_IMG_148.mat,282,1024x768,VERIFIED
crowd_175.jpg,ShanghaiTech Part B,train,IMG_147.jpg,GT_IMG_147.mat,318,1024x768,VERIFIED
crowd_176.jpg,ShanghaiTech Part B,train,IMG_146.jpg,GT_IMG_146.mat,97,1024x768,VERIFIED
crowd_177.jpg,ShanghaiTech Part B,train,IMG_145.jpg,GT_IMG_145.mat,188,1024x768,VERIFIED
crowd_178.jpg,ShanghaiTech Part B,train,IMG_144.jpg,GT_IMG_144.mat,26,1024x768,VERIFIED
crowd_179.jpg,ShanghaiTech Part B,train,IMG_143.jpg,GT_IMG_143.mat,31,1024x768,VERIFIED
crowd_180.jpg,ShanghaiTech Part B,train,IMG_142.jpg,GT_IMG_142.mat,146,1024x768,VERIFIED
crowd_181.jpg,ShanghaiTech Part B,train,IMG_141.jpg,GT_IMG_141.mat,151,1024x768,VERIFIED
crowd_182.jpg,ShanghaiTech Part B,train,IMG_140.jpg,GT_IMG_140.mat,165,1024x768,VERIFIED
crowd_183.jpg,ShanghaiTech Part B,train,IMG_14.jpg,GT_IMG_14.mat,50,1024x768,VERIFIED
crowd_184.jpg,ShanghaiTech Part B,train,IMG_139.jpg,GT_IMG_139.mat,58,1024x768,VERIFIED
crowd_185.jpg,ShanghaiTech Part B,train,IMG_138.jpg,GT_IMG_138.mat,104,1024x768,VERIFIED
crowd_186.jpg,ShanghaiTech Part B,train,IMG_137.jpg,GT_IMG_137.mat,229,1024x768,VERIFIED
crowd_187.jpg,ShanghaiTech Part B,train,IMG_136.jpg,GT_IMG_136.mat,174,1024x768,VERIFIED
crowd_188.jpg,ShanghaiTech Part B,train,IMG_135.jpg,GT_IMG_135.mat,42,1024x768,VERIFIED
crowd_189.jpg,ShanghaiTech Part B,train,IMG_134.jpg,GT_IMG_134.mat,152,1024x768,VERIFIED
crowd_190.jpg,ShanghaiTech Part B,train,IMG_133.jpg,GT_IMG_133.mat,253,1024x768,VERIFIED
crowd_191.jpg,ShanghaiTech Part B,train,IMG_132.jpg,GT_IMG_132.mat,118,1024x768,VERIFIED
crowd_192.jpg,ShanghaiTech Part B,train,IMG_131.jpg,GT_IMG_131.mat,222,1024x768,VERIFIED
crowd_193.jpg,ShanghaiTech Part B,train,IMG_130.jpg,GT_IMG_130.mat,50,1024x768,VERIFIED
crowd_194.jpg,ShanghaiTech Part B,train,IMG_13.jpg,GT_IMG_13.mat,118,1024x768,VERIFIED
crowd_195.jpg,ShanghaiTech Part B,train,IMG_129.jpg,GT_IMG_129.mat,146,1024x768,VERIFIED
crowd_196.jpg,ShanghaiTech Part B,train,IMG_128.jpg,GT_IMG_128.mat,41,1024x768,VERIFIED
crowd_197.jpg,ShanghaiTech Part B,train,IMG_127.jpg,GT_IMG_127.mat,53,1024x768,VERIFIED
crowd_198.jpg,ShanghaiTech Part B,train,IMG_126.jpg,GT_IMG_126.mat,107,1024x768,VERIFIED
crowd_199.jpg,ShanghaiTech Part B,train,IMG_125.jpg,GT_IMG_125.mat,28,1024x768,VERIFIED
crowd_200.jpg,ShanghaiTech Part B,train,IMG_124.jpg,GT_IMG_124.mat,267,1024x768,VERIFIED
