Our_Filename,Original_Dataset,Original_Split,Original_Filename,Ground_Truth_Annotation,Ground_Truth_Count,Image_Width,Image_Height,Image_Match_Method,Annotation_Match_Method,Verification_Status,Notes
crowd_001.jpg,ShanghaiTech Part A,train,IMG_213.jpg,GT_IMG_213.mat,249,1000,749,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_076.jpg,ShanghaiTech Part A,train,IMG_146.jpg,GT_IMG_146.mat,284,1024,680,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_077.jpg,ShanghaiTech Part A,train,IMG_145.jpg,GT_IMG_145.mat,350,1024,561,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_078.jpg,ShanghaiTech Part A,train,IMG_144.jpg,GT_IMG_144.mat,777,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_079.jpg,ShanghaiTech Part A,train,IMG_143.jpg,GT_IMG_143.mat,1297,1024,605,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_080.jpg,ShanghaiTech Part A,train,IMG_142.jpg,GT_IMG_142.mat,320,670,455,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_081.jpg,ShanghaiTech Part A,train,IMG_141.jpg,GT_IMG_141.mat,502,640,427,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_082.jpg,ShanghaiTech Part A,train,IMG_140.jpg,GT_IMG_140.mat,357,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_083.jpg,ShanghaiTech Part A,train,IMG_14.jpg,GT_IMG_14.mat,378,1024,645,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_084.jpg,ShanghaiTech Part A,train,IMG_139.jpg,GT_IMG_139.mat,212,545,370,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_085.jpg,ShanghaiTech Part A,train,IMG_138.jpg,GT_IMG_138.mat,423,1024,652,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_086.jpg,ShanghaiTech Part A,train,IMG_137.jpg,GT_IMG_137.mat,1357,1024,585,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_087.jpg,ShanghaiTech Part A,train,IMG_136.jpg,GT_IMG_136.mat,701,666,500,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_088.jpg,ShanghaiTech Part A,train,IMG_135.jpg,GT_IMG_135.mat,354,420,182,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_089.jpg,ShanghaiTech Part A,train,IMG_134.jpg,GT_IMG_134.mat,960,1024,1024,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_090.jpg,ShanghaiTech Part A,train,IMG_133.jpg,GT_IMG_133.mat,827,1024,683,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_091.jpg,ShanghaiTech Part A,train,IMG_132.jpg,GT_IMG_132.mat,200,600,800,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_092.jpg,ShanghaiTech Part A,train,IMG_131.jpg,GT_IMG_131.mat,603,390,498,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_093.jpg,ShanghaiTech Part A,train,IMG_130.jpg,GT_IMG_130.mat,1177,1024,680,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_094.jpg,ShanghaiTech Part A,train,IMG_13.jpg,GT_IMG_13.mat,388,1024,747,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_095.jpg,ShanghaiTech Part A,train,IMG_129.jpg,GT_IMG_129.mat,256,998,689,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_096.jpg,ShanghaiTech Part A,train,IMG_128.jpg,GT_IMG_128.mat,1456,1024,683,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_097.jpg,ShanghaiTech Part A,train,IMG_127.jpg,GT_IMG_127.mat,142,400,300,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_098.jpg,ShanghaiTech Part A,train,IMG_126.jpg,GT_IMG_126.mat,279,1024,576,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_099.jpg,ShanghaiTech Part A,train,IMG_125.jpg,GT_IMG_125.mat,66,849,565,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_100.jpg,ShanghaiTech Part A,train,IMG_124.jpg,GT_IMG_124.mat,752,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_101.jpg,ShanghaiTech Part B,train,IMG_213.jpg,GT_IMG_213.mat,36,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_102.jpg,ShanghaiTech Part B,train,IMG_212.jpg,GT_IMG_212.mat,111,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_103.jpg,ShanghaiTech Part B,train,IMG_211.jpg,GT_IMG_211.mat,34,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_104.jpg,ShanghaiTech Part B,train,IMG_210.jpg,GT_IMG_210.mat,165,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_105.jpg,ShanghaiTech Part B,train,IMG_21.jpg,GT_IMG_21.mat,152,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_106.jpg,ShanghaiTech Part B,train,IMG_209.jpg,GT_IMG_209.mat,74,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_107.jpg,ShanghaiTech Part B,train,IMG_208.jpg,GT_IMG_208.mat,168,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_108.jpg,ShanghaiTech Part B,train,IMG_207.jpg,GT_IMG_207.mat,188,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_109.jpg,ShanghaiTech Part B,train,IMG_206.jpg,GT_IMG_206.mat,47,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_110.jpg,ShanghaiTech Part B,train,IMG_205.jpg,GT_IMG_205.mat,103,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_111.jpg,ShanghaiTech Part B,train,IMG_204.jpg,GT_IMG_204.mat,95,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_112.jpg,ShanghaiTech Part B,train,IMG_203.jpg,GT_IMG_203.mat,344,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_113.jpg,ShanghaiTech Part B,train,IMG_202.jpg,GT_IMG_202.mat,167,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_114.jpg,ShanghaiTech Part B,train,IMG_201.jpg,GT_IMG_201.mat,30,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_115.jpg,ShanghaiTech Part B,train,IMG_200.jpg,GT_IMG_200.mat,299,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_116.jpg,ShanghaiTech Part B,train,IMG_20.jpg,GT_IMG_20.mat,90,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_117.jpg,ShanghaiTech Part B,train,IMG_2.jpg,GT_IMG_2.mat,153,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_118.jpg,ShanghaiTech Part B,train,IMG_199.jpg,GT_IMG_199.mat,120,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_119.jpg,ShanghaiTech Part B,train,IMG_198.jpg,GT_IMG_198.mat,121,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_120.jpg,ShanghaiTech Part B,train,IMG_197.jpg,GT_IMG_197.mat,292,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_121.jpg,ShanghaiTech Part B,train,IMG_196.jpg,GT_IMG_196.mat,33,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_122.jpg,ShanghaiTech Part B,train,IMG_195.jpg,GT_IMG_195.mat,29,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
crowd_123.jpg,ShanghaiTech Part B,train,IMG_194.jpg,GT_IMG_194.mat,412,1024,768,exact_sha256_hash,official_mat_annotation,VERIFIED,Exact bit-for-bit SHA-256 match to official dataset; zero cropping or modification
